standard_inchi_key,canonical_smiles
MVIGKCNFOQLCAI-UHFFFAOYSA-N,O=C(CN1C(=O)c2ccccc2C1=O)NCC(=O)OCC(=O)c1ccc(Br)cc1
IHFWDNOFDRSICE-UHFFFAOYSA-N,CCOC(=O)CNC(=O)c1sc(NC(=O)c2ccccc2F)nc1C
BYEWWQZDUPJZHX-ZWDYZTTJSA-N,COC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(Cc1ccc(-c2ccccc2)cc1)NC(=O)C(NC(=O)OC)C(C)(C)C)C(C)C
DJURIDGJRPQBQW-UHFFFAOYSA-N,CNC(=O)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2n(CC(=O)NCCN(C)C)c1=O
XFQMYSAHDUHJKA-GZTJUZNOSA-N,CCOC(=O)C1=C(O)C(=Cc2ccc(CNC(=O)C(=O)Nc3ccccc3)o2)N=C1C
JQBKYSQXCVMPJQ-DOCQBQAVSA-N,CN(C)C(=O)C(NC(=O)CNC(=O)C(=O)C(CC1CC1)NC(=O)C1C2CCC(C2)N1C(=O)C(NC(=O)OC(C)(C)C)C1CCCCC1)c1ccccc1
QDQDBZFMYFTMBG-UHFFFAOYSA-N,N=c1c(S(=O)(=O)c2ccc(Cl)cc2)cc2c(=O)n3ccccc3nc2n1C1CCCCC1
XAGXOWPVBMHGEN-HMAPJEAMSA-N,CCOC(=O)c1c(-c2ccc(OC)cc2)nc(=O)n(Cc2ccc(C(=O)C=C(O)C(=O)O)cc2)c1C(C)C
KPDOVJBEKCRATD-UHFFFAOYSA-N,Cn1c(=O)c([N+](=O)[O-])c(Cl)c2ccccc21
VTBOVWBPQGYRKD-UHFFFAOYSA-N,CCN(CCCNC(=O)c1cn(CC)c2ccc(S(=O)(=O)N(C)C)cc2c1=O)c1cccc(C)c1
APHKDARJIGKYFO-CHHVJCJISA-N,Cc1ccc(C=NNc2nc3cc(Cl)ccc3[nH]2)o1
BFGKJNDOSZZLHA-HJWRWDBZSA-N,CCc1cc(C=Cc2nc3ccccc3o2)c(O)nc1C
SZARONLZGNTAIV-BFHYXJOUSA-N,CCC(CC)OC1C=C(C(=O)O)CC(NC=O)C1NC(C)=O
WYUZMROWCYDDMT-UHFFFAOYSA-N,CCN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(NC(=O)c4cnc5cc(C(F)(F)F)ccc5c4O)c3)cc2C(F)(F)F)CC1
KAIGECVMSJMEED-FLPBXQJSSA-N,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1CC2CCCC2C1)S(=O)(=O)c1ccc(CO)cc1
ITMAELNBSPGPRZ-UIPNDDLNSA-N,O=C(NC(Cc1ccccc1)C(O)CN(OC1CCCC1)S(=O)(=O)c1ccc(O)cc1)OC1COC2OCCC12
HRTFFVMHRZLMMS-UHFFFAOYSA-N,CC1=CCC(COC(=O)Nc2ccccc2)CC1
MXLQAWXKAKUDHC-UHFFFAOYSA-N,C=C(C)C(=O)NC1=NN(c2ccccc2)C(=O)C1
RYCFWRHDOYAKQC-UHFFFAOYSA-N,O=c1c2ccccc2nc(CN2CCCCCC2)n1-c1ccc(F)cc1
LTBWQGPISGZOQU-UHFFFAOYSA-N,Cc1ccc(C(=O)C2=C(O)C(=O)N(Cc3ccco3)C2c2cccc(Br)c2)o1
GNZNPBWUFBDQNO-UHFFFAOYSA-N,COc1ccc(C(=O)ON=C(N)c2ccccn2)c(OC)c1
MYCHAQXKDYLAGD-MDKKUHPCSA-N,COC(=O)NC(C(=O)NN(Cc1ccc(C=Cc2ccccc2)cc1)CC(O)(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O)C(C)(C)C
FRMVUNIAPQHFFE-UHFFFAOYSA-N,COc1ccc(CNn2c(C)nc3ccccc3c2=O)cc1
KEXJSMXDMPKSMH-UHFFFAOYSA-N,CC1CCCCC1Nc1cc(CCc2ccccc2)[nH]c(=O)c1I
VYZUGUMDCRPGDQ-UHFFFAOYSA-N,O=C(Nc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2)cc1)c1cc(O)c(O)c(O)c1
DAGGPXCVTHILQM-UHFFFAOYSA-N,CNc1c(C(=O)NCc2ccc(F)cc2F)c(=O)n(O)c2ncccc12
UKVZDQXUGYXTLF-FLIBITNWSA-N,Clc1ccc(N=c2ssnc2Cl)cc1
ZCOGISCLRFAOTF-UHFFFAOYSA-N,COc1ccc([N+](=O)[O-])cc1NC(=O)c1ccc(CN(c2ccc(C)c(C)c2)S(C)(=O)=O)cc1
JWQQMLDDDSOEPF-VULFUBBASA-N,COc1cc(C=NNC(=O)c2ccc(CSc3nc4ccccc4[nH]3)cc2)cc(OC)c1OC
GGMBCNYHBKCXJL-UHFFFAOYSA-N,O=C(O)CCc1ccc(-c2ccc(Br)cc2)n1Cc1ccco1
PBEBCFQXCNGADO-UHFFFAOYSA-N,Cc1cc(C)cc(OCC(=O)NNC(=S)NC(=O)C2CC2)c1
NFTOJSQFJKWPBJ-UHFFFAOYSA-N,N#Cc1ccc(Nc2nccc(NCc3ccccc3Cl)n2)cc1
CMNCHDLAIXQREU-ZWKOTPCHSA-N,O=S1(=O)CCOC2Cc3ccccc3C2N1Cc1cccc(C(F)(F)F)c1
NTCLOTIYKPORPK-UHFFFAOYSA-N,Oc1nc2ccccc2n1CCCSc1cnc2ccccc2n1
SXWZAVQPSKTIOC-UHFFFAOYSA-N,CC(C)c1ccc(C(=O)NC(=S)NCc2cccnc2)cc1
OWQBKSNEDAEYBI-UHFFFAOYSA-N,CC1(C)C(C(=O)NCc2ccco2)C1(C)C
KAPPVWDHYWKMCP-UHFFFAOYSA-N,O=c1cc(Sc2cccc(C(F)(F)F)c2)[nH]c(=O)n1O
NGLHXBUDCGSGPT-UHFFFAOYSA-N,O=C(Nc1ccccc1)C(Cl)C(=O)c1ccccc1
VYAKUOUEVIVXAA-JLHYYAGUSA-N,N#CC(=Cc1ccccc1)c1ccccn1
VSTMJQMJHGYXER-UHFFFAOYSA-N,COc1cccc(C(C)NC(=O)Nc2cccc(C(F)(F)F)c2)c1
PVLCUQIXLKNBDN-KWWXOIQGSA-N,CS(=O)(=O)C1=NSC2=NC(=O)C(=Cc3cccn3-c3ccc(Cl)cc3)C(=N)N21
UHOSNPDHOPDPRP-UHFFFAOYSA-N,O=C(Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1)c1cc(O)c(O)c(O)c1
GHQLRJSTAXRERC-UHFFFAOYSA-N,Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(c3cccc(C(N)=O)c3)CC2)ncc1Cl
ULIGHJUTGRUJAK-UHFFFAOYSA-N,COc1cccc(C2CC(=O)N3CN(c4cccc(Cl)c4C)CSC3=C2C#N)c1OC
CFGUVIYINFHIQF-UHFFFAOYSA-N,O=C(NCc1cccnc1)C1CCCN(S(=O)(=O)c2ccccc2)C1
SDWBZYNOXKCQIP-UHFFFAOYSA-N,CCOC(=O)c1sc(NC(=O)c2c(C)nn(Cc3ccccc3)c2C)cc1C
SEKDPAHYAQQQQB-UHFFFAOYSA-N,O=C(Nc1ccc(NC(=O)C2CC2)nc1)c1cccs1
ATQZUNXXRSMXSK-NTEUORMPSA-N,OC1=C(C=Nc2ccc(O)cc2)CCCC1
QKORJTKJSBWIMU-UHFFFAOYSA-N,CCn1ncc2c(OCc3ccc(C#N)cc3)cc(C)nc21
XRLNQPVPOBXXOY-UHFFFAOYSA-N,COc1ccccc1NC(=O)CSc1nc(O)cc(O)n1
ATOQMFFMCNHTCK-WFGXUNSGSA-N,COc1ccc(-c2ccc(C3C4C=CCC(C)C4C(=O)N3Cc3ccccc3)c(F)c2)cc1C
KQYJOZIXYSIEFO-UHFFFAOYSA-N,O=C(O)CCSc1nnc(COc2ccc(Cl)cc2)n1-c1ccccc1
ILLGZSYGKUYLSQ-UHFFFAOYSA-N,Cc1ccnc2c1-n1ccnc1-c1cccnc1N2C1CC1
JAZKIHRZCJYSKE-UHFFFAOYSA-N,CC(C)(C)OC(=O)N1CCCC(C(=O)CC#N)C1
WXVRSTBYPGEQHA-UHFFFAOYSA-N,CC(=O)Nc1nc(C=C(Cl)Cl)cs1
FOVKGWMMJGEVIV-UHFFFAOYSA-N,COc1ccc(C(=O)c2cnc3cc4c(cc3c2C)OCO4)cc1
MUEWTXJMZDEHDX-UHFFFAOYSA-N,COC(=O)c1cn(C(=O)c2cccs2)c2ccccc12
ORDIKUWCJMTNKM-UHFFFAOYSA-N,Cc1ccc(-n2ncc3c2ncn2nc(-c4ccco4)nc32)c(C)c1
FYTSIRGWQSJONU-UHFFFAOYSA-N,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(OCc3ccc(F)cc3)c12
TUSDLRVFDCVLQN-UHFFFAOYSA-N,CCCCNC(=O)CN(C1CCCCC1)S(C)(=O)=O
IECPWNUMDGFDKC-NPQRBQHZSA-N,CC(=O)OC1CC2(C)C(CC(O)C3C4(C)CCC(O)C(C)C4CCC32C)C1=C(CCC=C(C)C)C(=O)O
BWHKFQLAZFINNK-UHFFFAOYSA-N,CC(C)(C)c1cc(C(=O)NNc2cccc(Cl)c2)n(Cc2ccccc2)n1
ITBPUAFIASJSBY-UHFFFAOYSA-N,Cc1cc(NS(=O)(=O)c2ccc(NC(=O)COc3ccccc3C(C)(C)C)cc2)no1
MYZFVPBMHNPXQM-UHFFFAOYSA-N,CCCCn1c(=O)c(C(=O)NCc2ccncc2)c(O)c2ccccc21
KOIGDZXOHOYRFQ-UHFFFAOYSA-N,O=C(NC(=S)Nc1ccc(S(=O)(=O)N2CCCCCC2)cc1)c1cccs1
DQBVXOAQWXDVEZ-UHFFFAOYSA-N,COC(=O)c1ccc(CSc2nc3c(c(=O)n2-c2ccc(Br)cc2)SCC3)o1
DBGHFVAIGPOLJA-YVLHZVERSA-N,CCOC(=O)C1CCCN(C2=NC(=O)C(=Cc3ccc(OC)cc3OC)S2)C1
LWRVPLVNFMWCJA-UHFFFAOYSA-N,CC(Sc1nc2ccccc2c(=O)n1Cc1ccco1)C(=O)c1ccccc1
RIBAOIOIVBWMEY-UHFFFAOYSA-N,CCC(C)NC(=O)c1cc(-c2ccc(OC)cc2)on1
ZKYHIMXGWDFCPF-UHFFFAOYSA-N,CCc1cc(NCc2c(C)cccc2OC)c(O)nc1C
ZSUGDMDDNBETIQ-UHFFFAOYSA-N,O=C(C1=C(N2CCCC2)CCc2ccccc21)c1ccccc1Cl
YZUAAQCBGVFCRK-UHFFFAOYSA-N,COc1ccc(-c2nc(C=O)cs2)cc1
WHQLLDSDQMOGSP-UNCTUWKVSA-N,CC(C)(C)NC(=O)c1ccccc1OCC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1cnc2ccccc2n1
IXCIGHVVTKERBV-UHFFFAOYSA-N,CCNc1nc(OCCNC(C)=O)nc(N(C)C)n1
SDMLMNPOMWSLBF-UHFFFAOYSA-N,Fc1ccc(CCN=C(S)Nc2ccc(Br)cn2)cc1
JHQVZGSAQDPSQT-UHFFFAOYSA-N,Cc1ccc(C(C)C)c(SC2=C(O)OC(c3ccccc3)(c3ccccc3)CC2=O)c1
HSOONQZGJBUERT-UHFFFAOYSA-N,Cc1cc(Cl)cc2c1S(=O)(=O)N=C(C(=O)c1ccc(Cl)c(Cl)c1)S2
YLIZIECGSDPRBJ-UHFFFAOYSA-N,CCOc1ccc2nc(O)c(C(c3nnnn3Cc3ccco3)N3CCN(C)CC3)cc2c1
IDNIWMWKAMOXLP-ZDUSSCGKSA-N,COc1ccc2c(c1)N(C(=O)OC(C)C)C(CSC)C(=O)N2
PJPNMQZIQFHKBJ-VJUNAUMWSA-N,CCC(C)C(NC(C)=O)C(=O)NC(CC1CCCCC1)C(=O)NC(CS)C(=O)O
MHKFSUVKILPXAD-UHFFFAOYSA-N,c1ccc2c(c1)nnn2-c1ncnc2sc3c(c12)CCCC3
GXXXXLWZIMUACS-UHFFFAOYSA-N,Cc1ccc(-n2nnnc2C(Cl)c2nnnn2-c2ccc(C)cc2)cc1
PVTAVSXXVGOPNP-TZUSREFSSA-N,CCC(C)C(NC(=O)C(NC(=O)CNC(=O)C(C)NC(=O)CCc1ccc(O)cc1)C(C)O)C(=O)NC(CC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)O
QKLVRDVIYGQGBC-UHFFFAOYSA-N,c1ccc2c(N3CCCC3)nc(-c3ccncc3)nc2c1
GFANMPLRWXXSDO-UHFFFAOYSA-N,COc1ccc(CN(C)C(=O)c2sccc2-c2ccccc2)c(OC)c1
WQFIXFLIBHKDSR-BQXGFVACSA-N,CNC(=O)C(NC(=O)C(OCc1cccc(F)c1)C(O)C(O)C(OCc1cccc(F)c1)C(=O)NC(C(=O)NC)C(C)C)C(C)C
XSUFTDCHOFQYOG-UHFFFAOYSA-N,O=C(COc1ccc2ccc(=O)oc2c1)Nc1ccc2c(c1)OCCO2
WPTHXJFCZWEYKV-UHFFFAOYSA-N,CC1CCN(C(=O)CSc2ccc(-c3ccc(F)cc3)nn2)CC1
MIEMDZDZGMJQLB-UHFFFAOYSA-N,C1=C(CCNc2[nH]cnc3c4ccccc4nc2-3)CCCC1
KZRAOMHIGHFPPL-UHFFFAOYSA-N,O=C(C1CC1)N1N=C(c2cccc(Br)c2)CC1(O)C(F)(F)F
BKQACYCBLLJVJL-UHFFFAOYSA-N,OC(COCC(F)(F)C(F)(F)C(F)(F)C(F)F)Cn1c2ccccc2c2ccccc21
BYPVUTGUUDJEGG-UHFFFAOYSA-N,CC1CCCCN1c1cc(C#N)c(C#N)cc1[N+](=O)[O-]
DXPGMMXRSXDODO-DSUVQJOGSA-N,CC(C)C(NC(=O)C(CCC(=O)O)NC(=O)C(N)CC(=O)O)C(=O)NC(C(=O)N1CCCC1C(=O)NC(CCc1ccc(Oc2ccccc2)cc1)B1OC2CC3CC(C3(C)C)C2(C)O1)C(C)C
COEWGPFWMAQCBF-UHFFFAOYSA-N,COc1cc(O)c(C(CCN2CCCC2)c2cc(OC)c(OC)c(OC)c2)c(OC)c1
MRVYLLLLTIOEDV-UHFFFAOYSA-N,C=CCNC(=O)Cn1nnc(-c2ccc(-c3ccc(OC)cc3)cc2)n1
HCGZNSGJTIDPNA-UHFFFAOYSA-N,Cc1c(Cl)ccc2sc(NC(=O)c3ccco3)nc12
KMRSRQTYTCFVAX-LTYXBVNVSA-N,COc1ccc2c(OC3CC4C(=O)NC5(C(=O)NS(=O)(=O)C6CC6)CC5C=CCCCCOC(=O)N4C3)nc(Cl)cc2c1
JOLKRTYFENOFDC-ONEGZZNKSA-N,Cc1cc(C=CC#N)cc(C)c1Oc1cc(Cl)nc(Nc2ccc(C#N)cc2)c1
VJBMKJWKMYENFL-BOPFTXTBSA-N,Cn1ccsc1=NC(=O)Nc1cccc(C(F)(F)F)c1
FJQNHERPSRTGMZ-IARZGTGTSA-N,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)C1CN(c2cccc(F)c2)C(=O)O1)S(=O)(=O)c1ccc2ncsc2c1
QTBXQVVPVNXUTD-UHFFFAOYSA-N,COc1ccc(Nc2cc(C)c3c(O)cccc3n2)cc1
BFEHRAQJHJFMRS-UHFFFAOYSA-N,CCOC(=O)Cn1cnc2scc(-c3ccc(C)c(C)c3)c2c1=O
CZPLKLADANMGQQ-OJNLMMAFSA-N,CC(=O)NC(C(=O)NC(Cc1ccccc1)CC(O)C(Cc1ccccc1)NC(=O)C1CN(c2cccc(C(C)=O)c2)C(=O)O1)C(C)C
XJDKPLZUXCIMIS-MEPUESOJSA-N,O=C1C(=Cc2ccccc2)C(NC2CCCCC2)c2ccccc21
BAWIKNJTMONHPS-UHFFFAOYSA-N,Cc1noc(-c2ccc(Cl)cc2)c1C(=O)ON=C(N)c1ccc(C(C)(C)C)cc1
PVQCJIYGGABACM-HTXNQAPBSA-N,COc1ccc2c(c1)CCC2=NOC(=O)c1cccc(C)c1
AOGSAGPHQVDAOA-UHFFFAOYSA-N,Cc1ccc(-c2c(C(Cc3ccccc3)C(=O)O)c(C)nc3sc4c(c23)CCC4)cc1
FSBGJVDQCVGUAA-UHFFFAOYSA-N,CC(C)CCNC(=O)CN(C(=O)Cn1nnc(-c2ccccc2F)n1)c1cccc2c1CCCC2
ONOCJCOSMAGQNK-UHFFFAOYSA-N,COc1ccc(Cl)cc1-n1c(N)c(C(N)=O)sc1=S
PDUPXVBNXBQTQH-UHFFFAOYSA-N,c1ccc2c(CN3CCCCCC3)c[nH]c2c1
RIRYJLDLUNOFDT-UHFFFAOYSA-N,COc1ccc(OC)c(C2=NOC(C(=O)N3CCCc4ccccc43)C2)c1
VYTQZAGDUBREEP-QWOOXDRHSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)CC(O)C(Cc2ccccc2)NC(=O)c2cc(C)cc(C(=O)N(C)Cc3nc(C)oc3C)c2)cc1
RKSPAGPRMDSVCQ-ZKJLQNRVSA-N,CCC(C)C(NC(=O)C1N(C(=O)C(O)C(Cc2ccccc2)NC(=O)C(NC(=O)C(NC(C)=O)c2ccccc2)C(C)(C)C)CSC1(C)C)C(N)=O
KXIAHUNERVFAIL-UHFFFAOYSA-N,COc1ccc(-n2c(SCC(=O)Nc3cc(C)on3)nc3c4ccccc4nc-3c2O)cc1
ALWBRYDGAZRAFB-UHFFFAOYSA-N,Cc1cc(C)n(-c2cc(N3CCN(S(=O)(=O)c4ccc5ccccc5c4)CC3)ccc2[N+](=O)[O-])n1
DDZBPKVTRVAZSF-UHFFFAOYSA-N,COc1ccc2c3c(cccc13)OC2=O
LQBLSQUSWJJCSP-XRTFMURDSA-N,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12
HFLWESASGJVYIL-UHFFFAOYSA-N,CC(=O)c1ccc(N(C(=O)CNC(=O)c2cccs2)C(C(=O)NCC2CCCO2)c2ccccc2)cc1
LHBZAQCGCIGQNQ-UHFFFAOYSA-N,Cc1cc(Cl)ccc1OCc1n[nH]c(-c2ccc(O)cc2)n1
QKHUTMFXAINNDM-UHFFFAOYSA-N,CNC(=O)c1cn2c(c1O)C(=O)N(Cc1ccc(F)cc1)CC2
JXRWPAKVXWPGCD-UHFFFAOYSA-N,COc1ccccc1P(=O)(c1ccccc1)c1ccccc1
MWSHUOPFKCDYQP-UHFFFAOYSA-N,Cc1ccc(CC(SCc2ccccc2)C(=O)O)cc1C
AOOUKNIZXIPRPV-YVHASNINSA-N,CC(C)C1NC(=O)C(C(O)C(Cc2ccccc2)NC(=O)OC(C)(C)C)NCc2ccc(cc2)OCCCCNC1=O
SRABDIMTIAXGMA-UHFFFAOYSA-N,Cn1c(=O)[nH]c(=O)c2c1nc(Br)n2CC(O)COc1ccccc1
VBVUGCQFVIKNDM-UHFFFAOYSA-N,O=C(Cc1nccs1)c1nccs1
XLBXIDLIMMBPEB-UHFFFAOYSA-N,Cc1ccc(NC(=O)c2ccccc2Cl)c(Cl)c1
OHSHOWVQMFXDNB-UHFFFAOYSA-N,O=C(NNC(=S)NC(=O)c1ccco1)c1ccc(F)cc1
VLKILGMZOMZYGQ-UHFFFAOYSA-N,Fc1ccccc1CSc1nnc(-c2cccs2)o1
KDSGHTVZNSRDPL-UHFFFAOYSA-N,O=C(NCCCCC(NC(=O)C1CCCCC1)C(=O)O)c1ccccc1
XAFFGLMIZMUJEI-UHFFFAOYSA-N,O=C(Nc1ccccc1C(=O)O)c1cc(S(=O)(=O)Nc2cccc(F)c2)ccc1Cl
HUXNUFWWXLFVLL-MUWBKCKESA-N,CC(=O)N1C(=O)C(C)C2C1CCN2S(=O)(=O)CCc1ccccc1
ZUZLIXGTXQBUDC-UHFFFAOYSA-N,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC
XMVXWHXQTGZPMH-UHFFFAOYSA-N,COc1cc(C(c2ccc(O)c(OC)c2)c2ccc(O)c(OC)c2)ccc1O
MUVGKQKGHIBGIU-JBOQNHBVSA-N,CC(=O)c1cccc(N2CC(C(=O)NC(Cc3ccccc3)C(O)CN(CC(C)C)S(=O)(=O)c3ccc(N)cc3)OC2=O)c1
WACGMDCXKWKGHR-UHFFFAOYSA-N,O=c1[nH]c(-c2ccc(F)cc2)c(-c2ccc(-c3nnn[nH]3)cc2)cc1O
VOTVZLZLBKYLNJ-UHFFFAOYSA-N,Nc1ncccc1OCc1ccc(Cl)c(Cl)c1
LGNQWWNHKHRIAU-UHFFFAOYSA-N,CC(=O)Nc1cccc(-c2nc3ccccc3s2)c1
BEWORRMEYOOQIN-UHFFFAOYSA-N,CON(C)c1nc(Oc2ccc(O)nn2)nc(N(C)C)n1
RPTNUXIJGQRVEJ-UHFFFAOYSA-N,CCOC(=O)c1c(C)nc2sc(C(=O)Nc3ccc(C(C)=O)cc3)c(N)c2c1-c1ccc(OC)cc1
KFFJTQFFDAVLLA-UHFFFAOYSA-N,O=Cc1cnc2ccccc2c1-c1ccccc1
VWKXPFOCCSQQOA-UHFFFAOYSA-O,Cc1cc2[nH]c3c(c[n+](C)c4ccccc34)c2cc1C
JEYXIJNAQRWGGT-UHFFFAOYSA-N,Cc1cccc(C)c1OCCCCc1c(C)n[nH]c1C
VUEZAUOXXDBWSU-UHFFFAOYSA-N,O=C(CSc1nnc(-c2cccs2)o1)N1CCc2ccccc21
SMDSENIYQGHCLF-LGJNPRDNSA-N,O=C(NC(Cc1c[nH]c2ccccc12)C(=O)NN=Cc1ccc(Cl)cc1)c1cccs1
HKIAWXJYOHNAPJ-UHFFFAOYSA-N,O=C(c1ccc(Oc2ccccc2)cc1)c1nc2c(n1O)CCCC2
LUOOIXNNRYGGEB-IDZRBWSNSA-N,NC(=O)c1cccc(N2C(=O)N(c3cccc(C(N)=O)c3)C(Cc3ccccc3)C(O)C2CCc2ccccc2)c1
VGDDVPRZPRKBFZ-QHHAFSJGSA-N,COc1cc(C=Cc2ccc3ccc(C(=O)O)c(O)c3n2)ccc1O
JSBZTARYHDVIJV-UHFFFAOYSA-N,O=C(c1ccc2c(=O)n(Cc3ccc4c(c3)OCO4)c(=S)[nH]c2c1)N1CCCCC1
AUQMQHAXXIDVPA-UHFFFAOYSA-N,COc1ccc(C(=O)NCCSCc2ccccc2C)cc1
SIZRLIJUWFFBAU-UHFFFAOYSA-N,COc1cc(S(=O)(=O)N2CCN(Cc3ccc4c(c3)OCO4)CC2)c(C)cc1C
FEPUPYVRZUWCQB-UHFFFAOYSA-N,NC(=O)c1[nH]c2ccc(Br)cc2c1S(=O)(=O)N1CCCC1
HAGPFTHZSPKRPK-UHFFFAOYSA-N,C=C(C)COc1ccc(-c2[nH]ncc2-c2ccccc2)c(O)c1
RHMWHSCIEZRMHZ-QXWHLYFESA-N,CCCC1C(OC(=O)NC(Cc2ccccc2)C(O)CN2CC3CCCCC3CC2C(=O)NC(C)(C)C)CCS1(=O)=O
MLGYHNZNQBZHEE-UHFFFAOYSA-N,Cn1c(=O)n(Cc2ccc(F)cc2)c(=O)c2c1nc1n2CCCN1C1CCCCC1
XBRFYNOPLQCZQA-SKPFHBQLSA-N,Cc1ccc(C2C(C(=O)O)CC(CC(C)C)(C(=O)O)N2C(=O)c2ccc(C(F)(F)F)cc2)cc1
HAMXCUKRWMKKRS-UHFFFAOYSA-N,CC1(C)CC(=O)C2=C(C1)c1c(ccc3ccccc13)NC2c1ccco1
JTGSZWWJXNEBBL-RBGWPSQMSA-N,CCCC(NC(=O)C1CC(OCc2ccccc2C)CN1C(=O)C(NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(C)=O)C(C)CC)C(C)C)C(=O)O
PGENWZYYRAFGOG-UUTLJITPSA-N,CN1C(=O)C(=Cc2ccncc2)SC1=Nc1ccccc1
LQVVICXWVGCFNC-UHFFFAOYSA-N,O=C(Nc1ccc2oc(-c3ccncc3)nc2c1)c1ccccc1F
JTZRKFWWQNRALA-UHFFFAOYSA-N,CCOC(=O)c1sc2ncn(C(C)C(=O)OCC)c(=O)c2c1C
KCGRCWANRPFPEE-GMKIGUAOSA-N,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C1Cc2ccc(cc2)OCCCCOc2cc3ccccc3cc2C(=O)NC(CC(N)=O)C(=O)N1
PASOFFRBGIVJET-YRKGHMEHSA-N,CC1(O)C(O)C(CO)OC1n1cnc2c(N)ncnc21
PIFKDJPHQHFVKJ-UHFFFAOYSA-N,CS(=O)(=O)N(CC(=O)NCC1CCCO1)c1cccc(Cl)c1
KHDJJHQOPWRTEH-VHZOPTPUSA-N,CC(NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)C(=O)NC(C(N)=O)C(C)C
NSZXIDCHROKCHX-UHFFFAOYSA-N,COc1ccc(C(=O)Nc2cccc3cccnc23)cc1OC
YTWINWWKYFLMAA-UHFFFAOYSA-N,COc1ccc(OC)c(C(C)N=C(S)NC2CCCCC2)c1
UKBNDKFDPOVLGR-UHFFFAOYSA-N,FC(F)(F)c1cccc(NC(S)=Nc2ccc(Cl)cc2Cl)c1
OFWYALNBNONXHZ-UHFFFAOYSA-N,COc1cc(C2C(Oc3ccccc3C)C(=O)N2Cc2ccc(F)cc2)cc(OC)c1OC
JYIHODAXBBPFQF-NNJIEVJOSA-N,COC(=O)C1CSC2(c3ccccc3)c3ccccc3C(=O)N12
LRQIHHYBLDMHIX-LYHPAYDUSA-N,CCCC(NC(=O)C(CC(C)C)NC(=O)C(NC(=O)OCC(C)C)C1CCCCC1)C(=O)C(=O)NCC(=O)NC(COC(C)(C)C)C(N)=O
LTACDIIPISHXNX-FCXRPNKRSA-N,O=C(C=Cc1ccc(O)c(O)c1)OCCOC(=O)C=Cc1ccc(O)c(O)c1
HDYJHMYOCQATSE-SOFGYWHQSA-N,CCSC1=NC(C=Cc2ccc(Cl)cc2Cl)=CC(C)(C)N1
DHULOXQTPVNLCX-UHFFFAOYSA-N,COc1cccc(C2C(C#N)=C(N)OC3=C2C(=O)CC(c2ccco2)C3)c1OCc1ccc(F)cc1
WJBVCLXIBASERR-UHFFFAOYSA-N,Clc1cccc(COn2c(-c3ccc(Cl)cc3Cl)nc3ncccc32)c1
DTKPOBDBQAIYNS-UHFFFAOYSA-N,N=c1c2c(n(Cc3ccc(F)cc3)c3c1CCC3)CCC2
SMWYMIBTHHZDNI-UHFFFAOYSA-N,C=C(C)CN1Cc2cccc3[nH]c(=O)n(c23)C(C(C)C)C1
UIQJJFMJOYSKSR-UHFFFAOYSA-N,Cn1c(=O)c2c(nc(SCCN3CCOCC3)n2Cc2cccc3ccccc23)n(C)c1=O
AFJGGVKGGIUNFB-UHFFFAOYSA-N,Nc1n[nH]c(N)c1N=Nc1ccc(Cl)cc1
SFEJUGKRMOOXTK-UHFFFAOYSA-N,O=C(CCl)NCCCCCCCCCNC(=O)CCl
MXMYSZAOCNDKMW-UHFFFAOYSA-N,CN(Cc1cc2c(=O)c(C(=O)NCc3ccc(F)cc3)cn(C)c2s1)CC(O)c1ccc(F)cc1
QVEISLUVGUTKAZ-VLGSNPHXSA-N,c1ccc(C2C3CN(Cc4cccnc4)C(c4ccccc4)C34CC2(c2ccccc2)C4)cc1
DBJWCDNFJHSNAE-UHFFFAOYSA-N,CCOc1ccc(C(=O)OCc2nnc(-c3cccs3)o2)cc1OC
XROSLWBORUQKNC-UHFFFAOYSA-N,O=C(CCc1nc2ccccc2[nH]1)N1CCc2ccccc2C1
NRJKALHVLBENIW-YXWRBFHGSA-N,Cc1cc(O)c(=O)c(O)c2c1CC(C(C)(O)CSc1ccccc1)CC2
